date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:08:35	151255/151255	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Aug%202018%2011:38:35%20GMT	https://www.tonyrobbins.com/events/	C:/My%20Web%20Sites/events/www.tonyrobbins.com/events/index.html	(from )
17:08:36	81/81	---M--	200	added ('OK')	text/plain	etag:%2251-56306b1a6d51c%22	https://www.tonyrobbins.com/robots.txt		(from )
17:08:36	979/979	---M--	200	added ('OK')	text/css	etag:%223d3-54cfd0ba20bbf%22	https://www.tonyrobbins.com/wp-content/plugins/hreflang-manager/css/log-style.css?ver=4.9.7	C:/My%20Web%20Sites/events/www.tonyrobbins.com/wp-content/plugins/hreflang-manager/css/log-style37cb.css	(from https://www.tonyrobbins.com/events/)
17:08:37	151421/151421	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Aug%202018%2011:38:37%20GMT	https://www.tonyrobbins.com/events/page/2/	C:/My%20Web%20Sites/events/www.tonyrobbins.com/events/page/2/index.html	(from https://www.tonyrobbins.com/events/)
17:08:37	0/0	---M--	301	error ('Moved%20Permanently')	application/rss+xml	etag:%228d279a32dc73dc99feb1c81aa9f1b14b%22	https://www.tonyrobbins.com/events/?feed=rss2	C:/My%20Web%20Sites/events/www.tonyrobbins.com/events/indexd784.html	(from https://www.tonyrobbins.com/events/)
17:08:39	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Aug%202018%2011:38:39%20GMT	http://www.tonyrobbins.com/wp-content/plugins/ajax-search-pro/css/style.basic.css?ver=DFWqKW	C:/My%20Web%20Sites/events/www.tonyrobbins.com/wp-content/plugins/ajax-search-pro/css/style.basic.2d3ff.delayed	(from https://www.tonyrobbins.com/events/)
17:08:39	4656/4656	---MCZ	200	added ('OK')	text/css	etag:W/%221230-571684d45156d%22	https://www.tonyrobbins.com/wp-content/plugins/uk-cookie-consent/assets/css/style.css?ver=4.9.7	C:/My%20Web%20Sites/events/www.tonyrobbins.com/wp-content/plugins/uk-cookie-consent/assets/css/style37cb.css	(from https://www.tonyrobbins.com/events/)
17:08:40	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Aug%202018%2011:38:41%20GMT	http://www.tonyrobbins.com/wp-content/plugins/ajax-search-pro/css/chosen/chosen.css?ver=DFWqKW	C:/My%20Web%20Sites/events/www.tonyrobbins.com/wp-content/plugins/ajax-search-pro/css/chosen/chosend3ff.css	(from https://www.tonyrobbins.com/events/)
17:08:40	97404/97404	---MCZ	200	added ('OK')	text/css	etag:W/%2217c7c-55f2dba453eef%22	https://www.tonyrobbins.com/wp-content/plugins/ajax-search-pro/css/style.basic.css?ver=DFWqKW	C:/My%20Web%20Sites/events/www.tonyrobbins.com/wp-content/plugins/ajax-search-pro/css/style.basicd3ff.css	(from https://www.tonyrobbins.com/events/)
17:08:41	14281/14281	---MCZ	200	added ('OK')	text/css	etag:W/%2237c9-55f2dba453eef%22	https://www.tonyrobbins.com/wp-content/plugins/ajax-search-pro/css/chosen/chosen.css?ver=DFWqKW	C:/My%20Web%20Sites/events/www.tonyrobbins.com/wp-content/plugins/ajax-search-pro/css/chosen/chosend3ff.css	(from https://www.tonyrobbins.com/events/)
